age,monthly_spend,tenure_months,plan,region
22.015235853987722,38.037162708560174,3.0228387618778707,Basic,North
24.948000794687974,42.02715771341526,5.966903702946667,Basic,South
28.03752255979032,45.966724514635565,8.981847307671746,Standard,East
31.04702823581956,52.011608066153336,11.980913105300084,Standard,West
33.90244824056731,58.00583429045704,14.940208017720549,Premium,North
36.934891024656885,61.01093442983645,18.02434862403928,Basic,South
40.006392020158366,67.04357143889742,20.976529882989865,Standard,East
42.98418787038282,73.01117977743874,24.000624705936385,Premium,West
23.999159942124784,41.03394567815359,5.024037332945295,Basic,North
26.95734780362132,45.003378953474446,8.022326558801497,Basic,South
30.043969898743143,50.0144559699345,11.033269255448639,Standard,East
33.03888959677145,56.031564411291924,13.995075725774528,Standard,West
36.00330153487806,59.927142209007215,16.978835084397794,Premium,North
39.0563620603484,64.98401643918214,19.99601408945468,Basic,South
42.0233754671126,69.97648136728536,22.9156332783021,Standard,East
44.957035376855835,75.96805610758783,25.927644376378847,Premium,West
23.018437539204125,38.986242887438664,3.9338650193822797,Basic,North
25.95205586995855,44.074747065561716,6.9501376586199255,Basic,South
29.043922515065365,47.95670844421534,10.019988711336172,Standard,East
31.997503704450686,54.048413917729576,12.954726047231997,Standard,West
34.99075688182274,58.91585651141921,15.98109187229803,Premium,North
37.965953522779806,62.98325574850071,19.064961414889304,Basic,South
41.0611270669337,68.00813765325525,21.98218680144693,Standard,East
43.99227352589656,74.02931111656797,25.036875778423354,Premium,West
20.978583608891846,37.035561328989644,1.9533191159995063,Basic,North
27.982393322475588,47.039667361759996,8.989728122106618,Basic,South
31.026615459277668,50.98256374638758,11.95249889725447,Standard,East
34.0182722032182,56.97688241036677,14.983048346204972,Standard,West
37.0206366305798,62.04289879406286,18.04201540687287,Premium,North
40.0215410501504,65.99043478375592,20.913633978840384,Basic,South
43.10708238004352,70.9362156838331,24.02172118217729,Standard,East
45.97967924918077,76.94333563929983,27.011886780116615,Premium,West
24.974387863546422,42.954027385699916,5.970292502215161,Basic,North
28.959311363587606,49.02485803720269,9.927697107280578,Basic,South
32.030798971128775,53.00712128680353,13.003606475385693,Standard,East
35.05644861463605,58.03452426770339,15.97352536454681,Standard,West
37.99430262711726,63.97863736768317,19.011633810567734,Premium,North
40.957992176151876,69.00792698455383,22.00109260727617,Basic,South
43.958775939215435,75.03127951969837,25.080088944566047,Standard,East
47.032529639391235,78.98453267301399,27.988032218626348,Premium,West
